# roll pitch yaw tx ty tz
-0.281938 -0.829528 0.297628 -0.017270 -0.098385 0.317053
-0.285062 -0.828427 0.300679 -0.016597 -0.097567 0.317017
-0.286672 -0.825895 0.303034 -0.015903 -0.096812 0.316898
-0.289457 -0.824113 0.306146 -0.015189 -0.096183 0.316728
-0.292377 -0.821979 0.308983 -0.014522 -0.095736 0.316604
-0.294188 -0.820356 0.311179 -0.013848 -0.095427 0.316588
-0.295974 -0.817242 0.313654 -0.013430 -0.095336 0.317201
-0.299077 -0.814253 0.317455 -0.013272 -0.095522 0.317892
-0.301337 -0.810284 0.319329 -0.013848 -0.096154 0.319349
-0.303827 -0.806465 0.322251 -0.015299 -0.097111 0.321764
-0.306423 -0.801942 0.325138 -0.017488 -0.098481 0.324502
-0.309867 -0.799509 0.328737 -0.020100 -0.100425 0.327559
-0.312070 -0.796293 0.331251 -0.022948 -0.102580 0.330902
-0.314577 -0.793169 0.334063 -0.025878 -0.104941 0.333941
-0.317376 -0.789598 0.337002 -0.028899 -0.107742 0.336742
-0.320073 -0.786716 0.339876 -0.031594 -0.110558 0.339512
-0.322513 -0.783170 0.342755 -0.033677 -0.113426 0.342610
-0.325216 -0.779859 0.345739 -0.035520 -0.116370 0.345796
-0.327572 -0.776252 0.348301 -0.037153 -0.119191 0.348948
-0.329428 -0.771821 0.350653 -0.038623 -0.121993 0.352129
-0.331216 -0.767485 0.352708 -0.039844 -0.124527 0.355075
-0.333428 -0.763167 0.355432 -0.040889 -0.126925 0.358006
-0.335614 -0.759806 0.357734 -0.041767 -0.129087 0.360925
-0.337048 -0.754880 0.359458 -0.042549 -0.130821 0.363825
-0.338363 -0.750572 0.361233 -0.043305 -0.132323 0.366803
-0.340064 -0.746371 0.363155 -0.043985 -0.133656 0.369409
-0.341618 -0.741986 0.364861 -0.044693 -0.134859 0.371861
-0.342915 -0.737502 0.366519 -0.045331 -0.135878 0.374093
-0.343863 -0.733130 0.367847 -0.046015 -0.136868 0.376110
-0.344679 -0.729240 0.369080 -0.046588 -0.137692 0.378193
-0.346029 -0.724603 0.370500 -0.047142 -0.138595 0.380288
-0.346654 -0.722140 0.371246 -0.047548 -0.139669 0.381932
-0.347857 -0.716869 0.372704 -0.047761 -0.140807 0.384064
-0.349540 -0.711457 0.373869 -0.048132 -0.141942 0.385752
-0.348854 -0.707160 0.373776 -0.048672 -0.143228 0.386976
-0.349934 -0.702356 0.374911 -0.049310 -0.144758 0.387889
-0.348901 -0.699241 0.374292 -0.049977 -0.146215 0.388760
-0.348879 -0.695459 0.374396 -0.050438 -0.147634 0.389910
-0.348579 -0.690969 0.373998 -0.050841 -0.148815 0.390895
-0.348227 -0.686818 0.373802 -0.051650 -0.150031 0.391729
-0.347399 -0.683147 0.373145 -0.052647 -0.151264 0.392626
-0.346240 -0.679006 0.372258 -0.053640 -0.152436 0.393922
-0.344979 -0.675375 0.371289 -0.054584 -0.153482 0.395373
-0.343411 -0.672653 0.370092 -0.055630 -0.154496 0.396703
-0.341841 -0.668579 0.368436 -0.056602 -0.155323 0.397515
-0.339989 -0.664991 0.366682 -0.057514 -0.155932 0.398350
-0.338544 -0.661762 0.364930 -0.058322 -0.156398 0.398697
-0.335782 -0.658935 0.362516 -0.059034 -0.156834 0.399182
-0.333281 -0.656304 0.360030 -0.059601 -0.157140 0.399911
-0.330502 -0.653097 0.357108 -0.060072 -0.157370 0.400558
-0.327190 -0.650376 0.353900 -0.060540 -0.157684 0.401393
-0.323801 -0.647275 0.350208 -0.060998 -0.157837 0.402378
-0.320781 -0.644831 0.346789 -0.061439 -0.157921 0.402900
-0.316451 -0.642548 0.342310 -0.061785 -0.158028 0.403512
-0.312399 -0.640173 0.337902 -0.062070 -0.157989 0.404249
-0.309498 -0.637627 0.334117 -0.062337 -0.157711 0.404495
-0.304157 -0.635564 0.328636 -0.062576 -0.157702 0.404563
-0.301133 -0.633089 0.324480 -0.062820 -0.157329 0.404404
-0.295833 -0.631273 0.318679 -0.063269 -0.157301 0.404005
-0.290569 -0.629340 0.312502 -0.063636 -0.157345 0.403745
-0.285165 -0.627319 0.305996 -0.064006 -0.157364 0.403344
-0.279965 -0.625893 0.299610 -0.064213 -0.157375 0.402645
-0.275769 -0.623067 0.294994 -0.064167 -0.156619 0.402208
-0.270069 -0.621665 0.287654 -0.064409 -0.156478 0.400860
-0.263422 -0.619864 0.279790 -0.064716 -0.156305 0.399664
-0.256102 -0.618681 0.271042 -0.065108 -0.156195 0.398857
-0.248596 -0.617769 0.262197 -0.065428 -0.155954 0.398060
-0.240498 -0.616647 0.252512 -0.065942 -0.155618 0.397319
-0.232119 -0.615488 0.242533 -0.066523 -0.155134 0.396798
-0.224434 -0.614465 0.232720 -0.067108 -0.154401 0.396147
-0.215535 -0.613484 0.221999 -0.067686 -0.153598 0.395666
-0.206072 -0.612703 0.210950 -0.068235 -0.152489 0.395124
-0.197510 -0.611796 0.199997 -0.068762 -0.151209 0.394932
-0.187662 -0.611697 0.188229 -0.069008 -0.149673 0.395015
-0.178022 -0.610553 0.176383 -0.069159 -0.147813 0.395141
-0.169004 -0.610320 0.164661 -0.069257 -0.146076 0.395011
-0.159171 -0.609445 0.152336 -0.069028 -0.144265 0.394903
-0.149074 -0.608615 0.140035 -0.068617 -0.142263 0.394703
-0.139226 -0.608324 0.127375 -0.068083 -0.140217 0.394606
-0.128915 -0.607773 0.114345 -0.067210 -0.137963 0.394758
-0.118803 -0.607040 0.101249 -0.066025 -0.135603 0.395033
-0.108138 -0.605423 0.087696 -0.064990 -0.133086 0.395223
-0.097618 -0.604693 0.074097 -0.064058 -0.130452 0.395253
-0.086795 -0.603940 0.060163 -0.063121 -0.127792 0.395190
-0.076142 -0.602820 0.046234 -0.062000 -0.124985 0.395231
-0.065741 -0.601781 0.032214 -0.060817 -0.122335 0.395284
-0.054623 -0.600338 0.017582 -0.059833 -0.119670 0.395272
-0.044317 -0.598728 0.003646 -0.059155 -0.117082 0.395557
-0.032621 -0.597915 -0.011280 -0.058753 -0.114580 0.396087
-0.022252 -0.596399 -0.025738 -0.058257 -0.112161 0.396724
-0.010981 -0.594937 -0.040605 -0.057649 -0.109667 0.397309
0.000549 -0.593734 -0.055835 -0.057011 -0.106959 0.398263
0.011817 -0.591910 -0.070903 -0.056430 -0.104230 0.399213
0.022806 -0.590756 -0.086101 -0.056109 -0.101546 0.399904
0.034486 -0.588809 -0.101429 -0.056038 -0.098820 0.400375
0.045943 -0.587690 -0.116941 -0.056107 -0.095974 0.400627
0.056917 -0.586239 -0.132117 -0.056138 -0.093145 0.400775
0.068047 -0.584731 -0.147676 -0.055954 -0.090175 0.400907
0.078980 -0.583286 -0.163082 -0.055568 -0.086989 0.401305
0.090107 -0.581819 -0.178704 -0.055001 -0.083823 0.401885
0.100083 -0.580163 -0.193747 -0.054455 -0.080850 0.402520
0.110732 -0.578109 -0.209119 -0.053853 -0.078098 0.403268
0.122055 -0.575776 -0.224857 -0.053302 -0.075374 0.404033
0.132473 -0.574238 -0.240251 -0.052759 -0.072524 0.404935
0.142904 -0.572779 -0.255532 -0.051979 -0.069646 0.405482
0.153052 -0.570440 -0.270480 -0.051434 -0.067392 0.405425
0.163226 -0.568414 -0.285630 -0.050853 -0.065463 0.405155
0.173163 -0.566427 -0.300767 -0.050210 -0.063638 0.405015
0.182953 -0.563991 -0.315658 -0.049715 -0.061964 0.405192
0.193178 -0.562090 -0.330741 -0.049060 -0.060300 0.405198
0.202918 -0.559314 -0.345466 -0.048458 -0.058554 0.405167
0.212808 -0.557037 -0.360191 -0.047960 -0.056531 0.405328
0.222197 -0.554585 -0.374504 -0.047299 -0.054401 0.405232
0.232012 -0.552595 -0.388746 -0.046557 -0.052284 0.405124
0.240917 -0.550088 -0.402683 -0.045668 -0.050127 0.405267
0.249441 -0.547872 -0.416205 -0.044663 -0.048119 0.405338
0.258013 -0.545023 -0.429698 -0.043640 -0.046083 0.405755
0.266529 -0.542952 -0.443116 -0.042528 -0.044075 0.406267
0.275109 -0.540141 -0.456141 -0.041603 -0.042024 0.406648
0.283298 -0.538006 -0.469161 -0.040834 -0.039881 0.407292
0.290851 -0.535177 -0.481740 -0.040232 -0.037845 0.407892
0.298146 -0.532823 -0.493931 -0.039869 -0.035889 0.408166
0.305562 -0.530077 -0.506071 -0.039542 -0.033912 0.408712
0.312699 -0.528023 -0.518054 -0.039390 -0.032138 0.408923
0.318976 -0.525179 -0.529351 -0.039616 -0.030538 0.409517
0.325384 -0.522415 -0.540555 -0.040110 -0.029118 0.409924
0.331285 -0.519650 -0.551479 -0.041110 -0.027961 0.410155
0.337825 -0.518119 -0.562629 -0.042251 -0.026993 0.410203
0.343569 -0.515284 -0.573021 -0.043471 -0.026236 0.410196
0.349589 -0.513197 -0.583523 -0.044699 -0.025515 0.409541
0.355081 -0.510184 -0.593499 -0.045913 -0.024825 0.408890
0.360825 -0.507777 -0.603561 -0.047375 -0.024224 0.408113
0.365301 -0.505832 -0.612845 -0.048738 -0.023655 0.407310
0.371137 -0.503555 -0.622610 -0.050219 -0.023163 0.406057
0.375880 -0.501298 -0.631721 -0.051835 -0.022774 0.404863
0.380285 -0.499421 -0.640492 -0.053272 -0.022610 0.403627
0.384482 -0.496654 -0.648978 -0.054849 -0.022634 0.402361
0.391126 -0.497839 -0.658592 -0.056308 -0.022627 0.400978
0.392925 -0.492397 -0.665425 -0.058406 -0.022769 0.399168
0.397065 -0.490672 -0.673269 -0.060297 -0.023040 0.397208
0.399833 -0.488958 -0.680512 -0.062131 -0.023376 0.395626
0.403492 -0.486746 -0.687758 -0.063889 -0.023873 0.394103
0.407204 -0.484916 -0.694969 -0.065428 -0.024276 0.392480
0.410787 -0.482826 -0.701641 -0.066725 -0.024368 0.390943
0.413667 -0.480935 -0.708099 -0.067962 -0.024232 0.389493
0.417547 -0.478897 -0.714473 -0.069076 -0.023757 0.388098
0.419942 -0.477098 -0.720329 -0.070085 -0.023194 0.386780
0.422396 -0.475256 -0.725892 -0.071008 -0.022720 0.385448
0.424700 -0.473726 -0.731186 -0.071491 -0.022342 0.384172
0.426990 -0.471846 -0.736309 -0.071784 -0.022027 0.383082
0.428679 -0.470035 -0.740988 -0.072035 -0.021790 0.382131
0.430536 -0.468319 -0.745486 -0.072054 -0.021428 0.381316
0.432204 -0.466514 -0.749847 -0.072022 -0.021014 0.380382
0.432875 -0.464477 -0.753490 -0.072047 -0.020621 0.379372
0.433938 -0.462963 -0.757106 -0.071961 -0.020156 0.378239
0.434034 -0.461497 -0.760319 -0.071761 -0.019756 0.377011
0.433949 -0.460419 -0.763535 -0.071672 -0.019411 0.375953
0.433278 -0.459273 -0.766384 -0.071510 -0.019267 0.375050
0.432335 -0.458218 -0.769244 -0.071422 -0.019199 0.374407
0.431374 -0.456829 -0.772481 -0.071418 -0.019078 0.374040
0.431008 -0.456085 -0.776574 -0.071351 -0.018980 0.373740
0.429790 -0.454615 -0.780131 -0.071110 -0.018819 0.373436
0.428781 -0.453305 -0.783841 -0.070962 -0.018815 0.372967
0.427504 -0.451673 -0.787213 -0.070610 -0.018854 0.372302
0.425949 -0.449926 -0.790371 -0.070301 -0.018889 0.371873
0.424326 -0.447937 -0.793325 -0.070121 -0.019106 0.371315
0.423458 -0.446706 -0.796624 -0.069864 -0.019388 0.370767
0.421919 -0.444661 -0.799154 -0.069756 -0.019689 0.370289
0.420916 -0.442963 -0.801842 -0.069512 -0.020027 0.369903
0.419530 -0.441248 -0.804032 -0.069307 -0.020390 0.369598
0.418407 -0.440178 -0.806046 -0.068969 -0.020695 0.369333
0.416575 -0.438321 -0.807262 -0.068433 -0.020792 0.369412
0.415431 -0.436829 -0.808412 -0.067759 -0.020764 0.369261
0.413894 -0.434998 -0.809030 -0.067014 -0.020617 0.369253
0.412291 -0.433828 -0.809321 -0.066175 -0.020464 0.369105
0.410242 -0.432668 -0.809030 -0.065424 -0.020339 0.368668
0.408757 -0.430976 -0.808847 -0.064680 -0.020178 0.368409
0.406118 -0.430090 -0.808477 -0.063950 -0.019754 0.368589
0.403128 -0.428994 -0.807795 -0.063195 -0.019258 0.368787
0.400377 -0.428649 -0.807127 -0.062463 -0.018798 0.368748
0.397569 -0.427861 -0.806176 -0.061868 -0.018273 0.368682
0.394667 -0.426989 -0.805423 -0.061256 -0.017548 0.368861
0.391534 -0.426569 -0.804417 -0.060508 -0.016624 0.369402
0.387696 -0.426592 -0.803367 -0.059691 -0.015431 0.369960
0.384718 -0.426339 -0.802061 -0.058934 -0.014274 0.370260
0.381003 -0.426813 -0.800860 -0.058103 -0.013126 0.370298
0.377144 -0.427717 -0.799676 -0.057204 -0.011998 0.369973
0.373324 -0.427512 -0.798355 -0.056323 -0.010623 0.369521
0.367232 -0.428829 -0.797436 -0.055447 -0.008611 0.369243
0.362589 -0.429846 -0.796582 -0.054865 -0.006568 0.368416
0.354913 -0.431425 -0.796077 -0.054310 -0.004029 0.367625
0.347200 -0.433212 -0.795415 -0.053756 -0.001739 0.366826
0.338356 -0.435832 -0.795136 -0.053177 0.000772 0.366299
0.329794 -0.439401 -0.795424 -0.052309 0.003619 0.365701
0.318467 -0.442930 -0.795324 -0.051386 0.006650 0.364875
0.305452 -0.446954 -0.795554 -0.050330 0.010090 0.364194
0.290729 -0.451169 -0.797570 -0.048896 0.014536 0.363486
0.273331 -0.459307 -0.799233 -0.047227 0.020070 0.362636
0.250915 -0.463900 -0.802636 -0.045564 0.026794 0.361606
0.233837 -0.477870 -0.811264 -0.044622 0.033948 0.357859
